date,country,totdea_mean,population
2020-06-04,United Kingdom,58.043784602397686,67886011
2020-06-05,United Kingdom,58.362406947139675,67886011
2020-06-06,United Kingdom,58.66946579023475,67886011
2020-06-07,United Kingdom,58.965137898587095,67886011
2020-06-08,United Kingdom,59.24961476967618,67886011
2020-06-09,United Kingdom,59.523043709255504,67886011
2020-06-10,United Kingdom,59.78552783135248,67886011
2020-06-11,United Kingdom,60.036993483090356,67886011
2020-06-12,United Kingdom,60.27760270079796,67886011
2020-06-13,United Kingdom,60.50772374885895,67886011
2020-06-14,United Kingdom,60.72768069993094,67886011
2020-06-15,United Kingdom,60.93775343494552,67886011
2020-06-16,United Kingdom,61.13822183483428,67886011
2020-06-17,United Kingdom,61.329292127652046,67886011
2020-06-18,United Kingdom,61.51115581087833,67886011
2020-06-19,United Kingdom,61.6841516877461,67886011
2020-06-20,United Kingdom,61.84872167551573,67886011
2020-06-21,United Kingdom,62.005263499721615,67886011
2020-06-22,United Kingdom,62.154130694172025,67886011
2020-06-23,United Kingdom,62.29572098440134,67886011
2020-06-24,United Kingdom,62.430358443067156,67886011
2020-06-25,United Kingdom,62.55835241225177,67886011
2020-06-26,United Kingdom,62.680012234037434,67886011
2020-06-27,United Kingdom,62.795661981081786,67886011
2020-06-28,United Kingdom,62.90559626489174,67886011
2020-06-29,United Kingdom,63.01013915812493,67886011
2020-06-30,United Kingdom,63.10955581113758,67886011
2020-07-01,United Kingdom,63.204140835436625,67886011
2020-07-02,United Kingdom,63.29408572850157,67886011
2020-07-03,United Kingdom,63.379655640688625,67886011
2020-07-04,United Kingdom,63.46110099177871,67886011
2020-07-05,United Kingdom,63.5386132792513,67886011
2020-07-06,United Kingdom,63.61242819231197,67886011
2020-07-07,United Kingdom,63.682722497864845,67886011
2020-07-08,United Kingdom,63.74967296281409,67886011
2020-07-09,United Kingdom,63.813426892913185,67886011
2020-07-10,United Kingdom,63.874146324490916,67886011
2020-07-11,United Kingdom,63.932008024451456,67886011
2020-07-12,United Kingdom,63.98717402912361,67886011
2020-07-13,United Kingdom,64.0397769136855,67886011
2020-07-14,United Kingdom,64.0899639838906,67886011
2020-07-15,United Kingdom,64.13783835376628,67886011
2020-07-16,United Kingdom,64.18353259849073,67886011
2020-07-17,United Kingdom,64.22714983209133,67886011
2020-07-18,United Kingdom,64.26879316859551,67886011
2020-07-19,United Kingdom,64.30858045260607,67886011
2020-07-20,United Kingdom,64.34661479815038,67886011
2020-07-21,United Kingdom,64.38298458868057,67886011
2020-07-22,United Kingdom,64.41779293822404,67886011
2020-07-23,United Kingdom,64.45108403850685,67886011
2020-07-24,United Kingdom,64.48294627298104,67886011
2020-07-25,United Kingdom,64.51346802509873,67886011
2020-07-26,United Kingdom,64.5427229477366,67886011
2020-07-27,United Kingdom,64.57076996319608,67886011
2020-07-28,United Kingdom,64.59766799377857,67886011
2020-07-29,United Kingdom,64.62349069236076,67886011
2020-07-30,United Kingdom,64.6482822506687,67886011
2020-07-31,United Kingdom,64.67208686042844,67886011
2020-03-04,France,0.018384180376018078,65273511
2020-03-05,France,0.022980225470022594,65273511
2020-03-06,France,0.039832390814705826,65273511
2020-03-07,France,0.04749246597138003,65273511
2020-03-08,France,0.06128060125339359,65273511
2020-03-09,France,0.0811967966607465,65273511
2020-03-10,France,0.11796515741278266,65273511
2020-03-11,France,0.14860545803947944,65273511
2020-03-12,France,0.19150187891685497,65273511
2020-03-13,France,0.2206101645122169,65273511
2020-03-14,France,0.3079350212983028,65273511
2020-03-15,France,0.35849151733235246,65273511
2020-03-16,France,0.42283614864841573,65273511
2020-03-17,France,0.6373182530352932,65273511
2020-03-18,France,0.8977608083622161,65273511
2020-03-19,France,1.0846666421850664,65273511
2020-03-20,France,1.3543012876999982,65273511
2020-03-21,France,1.62393593321493,65273511
2020-03-22,France,2.0712843223647033,65273511
2020-03-23,France,2.6488539891779377,65273511
2020-03-24,France,3.204975445552485,65273511
2020-03-25,France,4.082820058507347,65273511
2020-03-26,France,4.802867123234722,65273511
2020-03-27,France,5.570406653933477,65273511
2020-03-28,France,6.273601553316169,65273511
2020-03-29,France,7.278603413871823,65273511
2020-03-30,France,8.479703198438337,65273511
2020-03-31,France,9.703783208474874,65273511
2020-04-01,France,10.837474331662655,65273511
2020-04-02,France,12.251524205584712,65273511
2020-04-03,France,13.313210622299758,65273511
2020-04-04,France,14.172671054878602,65273511
2020-04-05,France,15.628085334646698,65273511
2020-04-06,France,17.06511543403878,65273511
2020-04-07,France,18.367328210673392,65273511
2020-04-08,France,19.35854193594703,65273511
2020-04-09,France,20.691395013208343,65273511
2020-04-10,France,21.521747160191826,65273511
2020-04-11,France,22.267838480451896,65273511
2020-04-12,France,23.07367838693402,65273511
2020-04-13,France,24.37589116356863,65273511
2020-04-14,France,25.61222729385585,65273511
2020-04-15,France,26.61569713938017,65273511
2020-04-16,France,27.620698999935826,65273511
2020-04-17,France,28.497011597859355,65273511
2020-04-18,France,29.042408949014554,65273511
2020-04-19,France,30.11022342585494,65273511
2020-04-20,France,31.04168856490652,65273511
2020-04-21,France,31.850592501451313,65273511
2020-04-22,France,32.59821583674272,65273511
2020-04-23,France,33.332051036752105,65273511
2020-04-24,France,33.80850771149724,65273511
2020-04-25,France,34.17465930398627,65273511
2020-04-26,France,34.8839822634943,65273511
2020-04-27,France,35.63773365891104,65273511
2020-04-28,France,36.22296340088095,65273511
2020-04-29,France,36.6825679102814,65273511
2020-04-30,France,36.98284285642303,65273511
2020-05-01,France,37.26626563721997,65273511
2020-05-02,France,37.497599906951535,65273511
2020-05-03,France,38.08282964892144,65273511
2020-05-04,France,38.64507916542133,65273511
2020-05-05,France,39.07097934413241,65273511
2020-05-06,France,39.42947086146477,65273511
2020-05-07,France,39.69604147691703,65273511
2020-05-08,France,39.878351265645875,65273511
2020-05-09,France,40.04380888903004,65273511
2020-05-10,France,40.472773097803795,65273511
2020-05-11,France,40.91246141179689,65273511
2020-05-12,France,41.14839172662246,65273511
2020-05-13,France,41.44407062767008,65273511
2020-05-14,France,41.727493408467026,65273511
2020-05-15,France,41.89601506191386,65273511
2020-05-16,France,42.026236339577316,65273511
2020-05-17,France,42.321915240624946,65273511
2020-05-18,France,42.622190186766574,65273511
2020-05-19,France,42.85812050159214,65273511
2020-05-20,France,42.99753386944361,65273511
2020-05-21,France,43.175247613078454,65273511
2020-05-22,France,43.27942463520922,65273511
2020-05-23,France,43.36368546193263,65273511
2020-05-24,France,43.57969958135085,65273511
2020-05-25,France,43.778861535424376,65273511
2020-05-26,France,43.93512706862053,65273511
2020-05-27,France,44.09445663187935,65273511
2020-05-28,France,44.2415300748875,65273511
2020-05-29,France,44.37941142770764,65273511
2020-05-30,France,44.45601217927438,65273511
2020-05-31,France,44.528016885747114,65273511
2020-06-01,France,44.73024286988331,65273511
2020-06-02,France,44.92480877886284,65273511
2020-06-03,France,45.22755026920491,65273511
2020-06-04,France,45.42370947381703,65273511
2020-06-05,France,45.627635994638005,65273511
2020-06-06,France,45.83891618760939,65273511
2020-06-07,France,46.05667680416333,65273511
2020-06-08,France,46.27958499122255,65273511
2020-06-09,France,46.505909571801645,65273511
2020-06-10,France,46.73361296590894,65273511
2020-06-11,France,46.9612703995653,65273511
2020-06-12,France,47.18817714585631,65273511
2020-06-13,France,47.41356719726628,65273511
2020-06-14,France,47.63650602462613,65273511
2020-06-15,France,47.85589057711328,65273511
2020-06-16,France,48.07047992255235,65273511
2020-06-17,France,48.27914036982016,65273511
2020-06-18,France,48.48083014869539,65273511
2020-06-19,France,48.674829212113316,65273511
2020-06-20,France,48.86089243766893,65273511
2020-06-21,France,49.03912706641443,65273511
2020-06-22,France,49.2099773827089,65273511
2020-06-23,France,49.37428599481956,65273511
2020-06-24,France,49.53310999311803,65273511
2020-06-25,France,49.68690898211374,65273511
2020-06-26,France,49.8356063610551,65273511
2020-06-27,France,49.97932469114461,65273511
2020-06-28,France,50.11820185373512,65273511
2020-06-29,France,50.25237573017942,65273511
2020-06-30,France,50.382030162281296,65273511
2020-07-01,France,50.50727239109292,65273511
2020-07-02,France,50.62825561811743,65273511
2020-07-03,France,50.74511772470766,65273511
2020-07-04,France,50.85801191236671,65273511
2020-07-05,France,50.96712202289839,65273511
2020-07-06,France,51.07255529735484,65273511
2020-07-07,France,51.17446493723925,65273511
2020-07-08,France,51.27295818360376,65273511
2020-07-09,France,51.36812695735027,65273511
2020-07-10,France,51.460093819681305,65273511
2020-07-11,France,51.54898133179936,65273511
2020-07-12,France,51.63492737505724,65273511
2020-07-13,France,51.718039190507156,65273511
2020-07-14,France,51.79843933935161,65273511
2020-07-15,France,51.87621974249248,65273511
2020-07-16,France,51.95145700068134,65273511
2020-07-17,France,52.02424303482005,65273511
2020-07-18,France,52.09466976581051,65273511
2020-07-19,France,52.162875075005545,65273511
2020-07-20,France,52.22892024300639,65273511
2020-07-21,France,52.29289719071494,65273511
2020-07-22,France,52.35488251888274,65273511
2020-07-23,France,52.41493750811106,65273511
2020-07-24,France,52.473154079301786,65273511
2020-07-25,France,52.529608833206474,65273511
2020-07-26,France,52.58436305042638,65273511
2020-07-27,France,52.63749333171307,65273511
2020-07-28,France,52.6890609576678,65273511
2020-07-29,France,52.73914252904215,65273511
2020-07-30,France,52.787784006287026,65273511
2020-07-31,France,52.835046670003706,65273511
2020-03-04,Italy,0.1769711685518727,60461826
2020-03-05,Italy,0.24478255089417908,60461826
2020-03-06,Italy,0.32582542247400864,60461826
2020-03-07,Italy,0.385367124042863,60461826
2020-03-08,Italy,0.6053406326166861,60461826
2020-03-09,Italy,0.7657724396216548,60461826
2020-03-10,Italy,1.0436337136096419,60461826
2020-03-11,Italy,1.36780519992896,60461826
2020-03-12,Italy,1.6803991331654455,60461826
2020-03-13,Italy,2.0938831718380455,60461826
2020-03-14,Italy,2.3833219989088654,60461826
2020-03-15,Italy,2.9919705038349322,60461826
2020-03-16,Italy,3.5691942218218813,60461826
2020-03-17,Italy,4.139802195190069,60461826
2020-03-18,Italy,4.925421868668009,60461826
2020-03-19,Italy,5.6316526067208095,60461826
2020-03-20,Italy,6.6686705757116895,60461826
2020-03-21,Italy,7.9802419463811765,60461826
2020-03-22,Italy,9.056954383084626,60461826
2020-03-23,Italy,10.050970012053556,60461826
2020-03-24,Italy,11.279844574988523,60461826
2020-03-25,Italy,12.409482968642067,60461826
2020-03-26,Italy,13.50438870304711,60461826
2020-03-27,Italy,15.107052836942104,60461826
2020-03-28,Italy,16.57740207846187,60461826
2020-03-29,Italy,17.827777811407813,60461826
2020-03-30,Italy,19.17077396901642,60461826
2020-03-31,Italy,20.555118530492283,60461826
2020-04-01,Italy,21.7575301149522,60461826
2020-04-02,Italy,23.014521592516907,60461826
2020-04-03,Italy,24.28143668700975,60461826
2020-04-04,Italy,25.407767208353913,60461826
2020-04-05,Italy,26.276083689566374,60461826
2020-04-06,Italy,27.327987083949466,60461826
2020-04-07,Italy,28.326964521382465,60461826
2020-04-08,Italy,29.223397917224663,60461826
2020-04-09,Italy,30.23229897158581,60461826
2020-04-10,Italy,31.17504257975933,60461826
2020-04-11,Italy,32.19882905951269,60461826
2020-04-12,Italy,32.911675542184256,60461826
2020-04-13,Italy,33.847803405739015,60461826
2020-04-14,Italy,34.843472970862635,60461826
2020-04-15,Italy,35.79944806827369,60461826
2020-04-16,Italy,36.66776454948615,60461826
2020-04-17,Italy,37.61877783843313,60461826
2020-04-18,Italy,38.4159750649939,60461826
2020-04-19,Italy,39.132129419974845,60461826
2020-04-20,Italy,39.883016434204286,60461826
2020-04-21,Italy,40.76621834080896,60461826
2020-04-22,Italy,41.48898844040866,60461826
2020-04-23,Italy,42.25641481618501,60461826
2020-04-24,Italy,42.95106800115497,60461826
2020-04-25,Italy,43.63745150535149,60461826
2020-04-26,Italy,44.067474905571,60461826
2020-04-27,Italy,44.6182356450829,60461826
2020-04-28,Italy,45.25003925617463,60461826
2020-04-29,Italy,45.78426063413963,60461826
2020-04-30,Italy,46.25563243822639,60461826
2020-05-01,Italy,46.70054126383811,60461826
2020-05-02,Italy,47.48450700116136,60461826
2020-05-03,Italy,47.77229189207749,60461826
2020-05-04,Italy,48.094809442242116,60461826
2020-05-05,Italy,48.48513837474905,60461826
2020-05-06,Italy,49.09544081582981,60461826
2020-05-07,Italy,49.54861932221498,60461826
2020-05-08,Italy,49.950525807804745,60461826
2020-05-09,Italy,50.27138942181468,60461826
2020-05-10,Italy,50.544288887338595,60461826
2020-05-11,Italy,50.840343459028176,60461826
2020-05-12,Italy,51.12482047763493,60461826
2020-05-13,Italy,51.44733802779956,60461826
2020-05-14,Italy,51.88066930032844,60461826
2020-05-15,Italy,52.280921849763516,60461826
2020-05-16,Italy,52.53397408143115,60461826
2020-05-17,Italy,52.77379482386125,60461826
2020-05-18,Italy,52.93753450317561,60461826
2020-05-19,Italy,53.20547216023545,60461826
2020-05-20,Italy,53.47175588114061,60461826
2020-05-21,Italy,53.72976992127231,60461826
2020-05-22,Italy,53.944781621382056,60461826
2020-05-23,Italy,54.141600023790225,60461826
2020-05-24,Italy,54.22429683152474,60461826
2020-05-25,Italy,54.37645895775625,60461826
2020-05-26,Italy,54.50546597782211,60461826
2020-05-27,Italy,54.69897650792089,60461826
2020-05-28,Italy,54.81475203874921,60461826
2020-05-29,Italy,54.95864448420727,60461826
2020-05-30,Italy,55.14223139737791,60461826
2020-05-31,Italy,55.26627660897969,60461826
2020-06-01,Italy,55.36551277826111,60461826
2020-06-02,Italy,55.45647926676908,60461826
2020-06-03,Italy,55.573908733752106,60461826
2020-06-04,Italy,55.25574103567431,60461826
2020-06-05,Italy,55.354381787940035,60461826
2020-06-06,Italy,55.44842459769574,60461826
2020-06-07,Italy,55.538332567064714,60461826
2020-06-08,Italy,55.62446956200098,60461826
2020-06-09,Italy,55.707199448458596,60461826
2020-06-10,Italy,55.786753777499214,60461826
2020-06-11,Italy,55.86334756082292,60461826
2020-06-12,Italy,55.93709657396056,60461826
2020-06-13,Italy,56.00816621052761,60461826
2020-06-14,Italy,56.0766391673318,60461826
2020-06-15,Italy,56.14264775926549,60461826
2020-06-16,Italy,56.20625814377489,60461826
2020-06-17,Italy,56.26755301766771,60461826
2020-06-18,Italy,56.32659853839015,60461826
2020-06-19,Italy,56.38357663891924,60461826
2020-06-20,Italy,56.4387850277628,60461826
2020-06-21,Italy,56.49250487406715,60461826
2020-06-22,Italy,56.54503388634012,60461826
2020-06-23,Italy,56.59657053692027,60461826
2020-06-24,Italy,56.64721406197689,60461826
2020-06-25,Italy,56.69688176470224,60461826
2020-06-26,Italy,56.74550748765015,60461826
2020-06-27,Italy,56.79309123082058,60461826
2020-06-28,Italy,56.839583376128935,60461826
2020-06-29,Italy,56.88505008102137,60461826
2020-06-30,Italy,56.929557502944085,60461826
2020-07-01,Italy,56.973138720620184,60461826
2020-07-02,Italy,57.015876430857375,60461826
2020-07-03,Italy,57.05778717301724,60461826
2020-07-04,Italy,57.098937104545925,60461826
2020-07-05,Italy,57.1394089222512,60461826
2020-07-06,Italy,57.1792191654946,60461826
2020-07-07,Italy,57.21845053108386,60461826
2020-07-08,Italy,57.25710301901898,60461826
2020-07-09,Italy,57.29524278674614,60461826
2020-07-10,Italy,57.33290291298843,60461826
2020-07-11,Italy,57.37013301583051,60461826
2020-07-12,Italy,57.40698271335702,60461826
2020-07-13,Italy,57.443534702375686,60461826
2020-07-14,Italy,57.4797889828865,60461826
2020-07-15,Italy,57.51581171233565,60461826
2020-07-16,Italy,57.55163596944624,60461826
2020-07-17,Italy,57.58731137230291,60461826
2020-07-18,Italy,57.62290407835185,60461826
2020-07-19,Italy,57.6584306269546,60461826
2020-07-20,Italy,57.69399025428044,60461826
2020-07-21,Italy,57.729599499690934,60461826
2020-07-22,Italy,57.765341059993794,60461826
2020-07-23,Italy,57.801231474550576,60461826
2020-07-24,Italy,57.837336900807465,60461826
2020-07-25,Italy,57.87372349621066,60461826
2020-07-26,Italy,57.91045741820632,60461826
2020-07-27,Italy,57.94760482424067,60461826
2020-07-28,Italy,57.98523187175988,60461826
2020-07-29,Italy,58.023388178848585,60461826
2020-07-30,Italy,58.06215644231453,60461826
2020-07-31,Italy,58.10161935896544,60461826
